Geneid	HISAT2 on data 12 and data 11: aligned reads (BAM)
PITHD1	6634
LYPLA2	1060
GALE	739
HMGCL	514
FUCA1	612
CNR2	0
MIR378F	0
PNRC2	484
SRSF10	451
MYOM3	2
IL22RA1	4
IL28RA	50
LOC284632	0
GRHL3	13
C1orf201	1556
NIPAL3	10185
RCAN3AS	0
RCAN3	182
C1orf130	4
SRRM1	4214
CLIC4	4553
RUNX3	36
SYF2	1390
C1orf63	2643
RHD	36
TMEM50A	3611
RHCE	42
TMEM57	2050
LDLRAP1	509
MAN1C1	3205
SEPN1	3626
FAM54B	3169
LOC646471	610
C1orf135	100
PAQR7	732
STMN1	37150
MIR3917	0
PAFAH2	305
EXTL1	5765
SLC30A2	8
TRIM63	4
PDIK1L	1098
FAM110D	35
ZNF593	287
CNKSR1	245
CATSPER4	2
CEP85	930
SH3BGRL3	2471
UBXN11	1360
CD52	24
AIM1L	2
ZNF683	9
LIN28A	0
DHDDS	1989
HMGN2	2199
RPS6KA1	390
MIR1976	0
ARID1A	4548
PIGV	419
ZDHHC18	954
SFN	0
GPN2	619
GPATCH3	788
NR0B2	0
NUDC	6489
C1orf172	6
TRNP1	1547
FAM46B	20
SLC9A1	3447
WDTC1	5393
TMEM222	1888
LOC644961	44
SYTL1	40
MAP3K6	493
FCN3	8
CD164L2	10
GPR3	411
WASF2	1618
AHDC1	3325
FGR	195
IFI6	1750
FAM76A	784
STX12	6682
PPP1R8	1556
SCARNA1	0
C1orf38	448
RPA2	1812
SMPDL3B	41
XKR8	166
EYA3	1334
LOC653566	552
PTAFR	60
DNAJC8	4603
ATPIF1	4611
SESN2	763
MED18	397
PHACTR4	1052
RCC1	230
SNHG3	267
TRNAU1AP	442
SNHG12	180
SNORD99	11
SNORA61	40
SNORA44	12
SNORA16A	18
RAB42	9
TAF12	449
RNU11	0
GMEB1	365
YTHDF2	3015
OPRD1	176
EPB41	769
TMEM200B	255
SRSF4	3548
MECR	1400
PTPRU	2276
MATN1	25
LOC100129196	19
LAPTM5	390
MIR4420	0
SDC3	13799
PUM1	6191
SNORD103B	0
SNORD103A	0
SNORD85	0
PRO0611	7
NKAIN1	437
SNRNP40	627
ZCCHC17	3119
FABP3	3585
SERINC2	28
LOC149086	0
LOC284551	0
TINAGL1	483
HCRTR1	124
PEF1	3206
COL16A1	2941
BAI2	27322
MIR4254	0
SPOCD1	26
PTP4A2	9122
KHDRBS1	5204
TMEM39B	620
KPNA6	6563
TXLNA	2160
CCDC28B	282
IQCC	406
DCDC2B	143
TMEM234	392
EIF3I	3370
MTMR9LP	298
FAM167B	6
LCK	26
HDAC1	639
MARCKSL1	5685
LOC100128071	44
TSSK3	107
BSDC1	5630
ZBTB8B	86
ZBTB8A	739
ZBTB8OS	552
RBBP4	4822
SYNC	73
KIAA1522	2736
YARS	9085
S100PBP	884
FNDC5	2589
HPCA	12859
TMEM54	809
RNF19B	1569
AK2	1951
ADC	1707
TRIM62	624
ZNF362	1865
PHC2	3243
MIR3605	1
ZSCAN20	173
CSMD2	1585
HMGB4	0
LOC402779	0
C1orf94	9
GJB5	48
GJB4	5
GJB3	52
GJA4	114
C1orf212	2205
DLGAP3	9205
LOC653160	164
ZMYM6NB	175
ZMYM6	1620
ZMYM1	261
SFPQ	7417
ZMYM4	4563
KIAA0319L	6073
NCDN	51721
TFAP2E	287
PSMB2	3960
C1orf216	10046
CLSPN	235
EIF2C4	2014
EIF2C1	2570
EIF2C3	308
TEKT2	46
ADPRHL2	880
COL8A2	27
TRAPPC3	1736
MAP7D1	15598
THRAP3	6341
SH3D21	611
FAM176B	196
STK40	1979
LSM10	893
OSCP1	842
MRPS15	1260
CSF3R	131
GRIK3	4632
MIR4255	0
LOC728431	28
ZC3H12A	21
MEAF6	5003
SNIP1	675
DNALI1	379
GNL2	1178
RSPO1	13
C1orf109	741
CDCA8	69
EPHA10	1750
MANEAL	1605
YRDC	650
C1orf122	1109
MTF1	1136
INPP5B	1127
SF3A3	2412
FHL3	300
UTP11L	1188
POU3F1	509
MIR3659	0
LOC339442	14
RRAGC	989
GJA9-MYCBP	9
MYCBP	0
GJA9	0
RHBDL2	180
AKIRIN1	4466
NDUFS5	6586
MACF1	19579
KIAA0754	218
BMP8A	677
PPIEL	326
PABPC4	2558
SNORA55	7
HEYL	155
NT5C1A	124
HPCAL4	24770
PPIE	1427
BMP8B	146
OXCT2	29
TRIT1	712
MYCL1	74
MFSD2A	636
CAP1	7285
PPT1	9357
RLF	2336
TMCO2	0
ZMPSTE24	2246
COL9A2	1669
SMAP2	9811
ZNF643	404
ZNF642	277
DEM1	312
ZNF684	157
RIMS3	39944
LOC100130557	216
NFYC	1720
MIR30E	0
MIR30C1	0
KCNQ4	827
CITED4	280
CTPS	1291
LOC100507178	26
SLFNL1	6
SCMH1	1625
EDN2	0
HIVEP3	2143
GUCA2B	0
GUCA2A	1
FOXJ3	5890
RIMKLA	6747
ZMYND12	104
PPCS	1238
CCDC30	438
PPIH	679
YBX1	3546
CLDN19	0
LEPRE1	483
C1orf50	453
LOC100129924	7
CCDC23	409
ERMAP	562
ZNF691	234
SLC2A1	3866
FLJ32224	39
FAM183A	2
EBNA1BP2	3099
WDR65	184
TMEM125	493
C1orf210	0
TIE1	1114
MPL	203
CDC20	96
ELOVL1	1747
MED8	1447
SZT2	2644
HYI	0
PTPRF	12103
KDM4A	2002
LOC100132774	47
ST3GAL3	1927
ARTN	31
IPO13	5757
DPH2	973
ATP6V0B	5342
B4GALT2	4530
CCDC24	617
SLC6A9	871
KLF17	2
DMAP1	2000
ERI3	4029
RNF220	7998
TMEM53	378
C1orf228	152
KIF2C	36
RPS8	5917
SNORD55	38
SNORD46	8
SNORD38A	19
SNORD38B	23
BEST4	102
PLK3	365
TCTEX1D4	2
BTBD19	127
PTCH2	772
EIF2B3	1230
HECTD3	2101
UROD	2385
ZSWIM5	657
LOC400752	38
HPDL	48
MUTYH	274
TOE1	256
TESK2	354
CCDC163P	91
MMACHC	404
PRDX1	6358
AKR1A1	1423
NASP	3019
CCDC17	6
GPBP1L1	3206
RPS15AP10	26
TMEM69	663
IPP	512
MAST2	4740
PIK3R3	2403
TSPAN1	26
POMGNT1	3782
LURAP1	252
RAD54L	127
LRRC41	2648
UQCRH	5848
NSUN4	1011
FAAH	1725
LOC729041	17
DMBX1	0
LOC100507423	30
KNCN	159
MKNK1	1018
MOB3C	196
ATPAF1	4562
ATPAF1-AS1	0
LOC100130197	2
KIAA0494	5048
CYP4B1	0
CYP4Z2P	1
CYP4A11	16
CYP4X1	1351
CYP4Z1	71
CYP4A22	5
PDZK1IP1	2
TAL1	75
STIL	167
CMPK1	6169
FOXE3	4
MGC12982	17
FOXD2	14
LOC388630	29
SKINTL	7
SLC5A9	34
SPATA6	498
AGBL4	1116
BEND5	1019
ELAVL4	5138
DMRTA2	23
FAF1	2065
CDKN2C	223
C1orf185	4
RNF11	22087
TTC39A	277
EPS15	17074
OSBPL9	1873
NRD1	9001
MIR761	0
RAB3B	3425
TXNDC12	1404
KTI12	363
BTF3L4	3465
ZFYVE9	7075
CC2D1B	1366
ORC1	21
PRPF38A	1429
ZCCHC11	1652
GPX7	69
FAM159A	3
SELRC1	1089
ZYG11B	10075
ZYG11A	2
ECHDC2	451
SCP2	3721
PODN	143
SLC1A7	11
CPT2	331
C1orf123	1440
MAGOH	526
LOC100507564	25
LRP8	3845
FLJ40434	0
DMRTB1	0
GLIS1	104
TMEM48	1031
YIPF1	1239
DIO1	4
HSPB11	573
LRRC42	386
LDLRAD1	0
TMEM59	5791
TCEANC2	301
MIR4781	0
CDCP2	25
CYB5RL	257
MRPL37	2578
SSBP3	5913
ACOT11	137
FAM151A	25
HEATR8	41
HEATR8-TTC4	3
TTC4	76
PARS2	194
TTC22	57
C1orf177	10
DHCR24	22581
TMEM61	11
BSND	9
PCSK9	6
USP24	4238
LOC100507634	26
MIR4422	0
PPAP2B	2889
PRKAA2	3021
C1orf168	50
C8A	0
C8B	0
DAB1	596
OMA1	287
TACSTD2	16
MYSM1	4587
JUN	5142
LOC100131060	61
HSD52	4
FGGY	161
MIR4711	0
HOOK1	2559
CYP2J2	296
C1orf87	2
NFIA	1888
TM2D1	1003
INADL	573
L1TD1	15
KANK4	80
USP1	2060
DOCK7	1708
ANGPTL3	1
ATG4C	1262
LINC00466	0
FOXD3	0
ALG6	348
ITGB3BP	137
EFCAB7	1046
DLEU2L	78
PGM1	1844
ROR1	23
UBE2U	0
CACHD1	1167
MIR4794	0
RAVER2	1253
JAK1	7333
MIR3671	4
MIR101-1	0
AK4	2371
DNAJC6	32756
LEPROT	1383
LEPR	465
PDE4B	4492
SGIP1	6302
MIR3117	10
TCTEX1D1	260
INSL5	0
WDR78	164
MIER1	2131
SLC35D1	799
C1orf141	11
IL23R	0
IL12RB2	550
SERBP1	7524
GADD45A	816
GNG12	704
LOC100289178	28
DIRAS3	183
WLS	1849
MIR1262	0
RPE65	30
DEPDC1	40
LRRC7	1924
PIN1P1	0
LRRC40	1869
SRSF11	7153
ANKRD13C	3243
HHLA3	219
CTH	349
PTGER3	340
ZRANB2-AS1	58
ZRANB2	6805
MIR186	21
ZRANB2-AS2	9
NEGR1	13842
NEGR1-IT1	0
LRRIQ3	6
FPGT-TNNI3K	4
FPGT	589
TNNI3K	0
C1orf173	6041
CRYZ	1051
TYW3	1910
LHX8	0
SLC44A5	643
ACADM	2487
RABGGTB	2084
SNORD45C	8
SNORD45A	10
SNORD45B	16
MSH4	62
ASB17	0
ST6GALNAC3	366
ST6GALNAC5	2553
PIGK	2221
AK5	31747
ZZZ3	1606
USP33	9570
FAM73A	5816
NEXN	67
FUBP1	2794
DNAJB4	2060
GIPC2	43
MGC27382	0
PTGFR	130
IFI44L	955
IFI44	527
ELTD1	321
LPHN2	5352
TTLL7	6687
PRKACB	40952
SAMD13	75
UOX	47
DNASE2B	12
RPF1	903
GNG5	294
CTBS	253
C1orf180	2
SSX2IP	10945
LPAR3	12
MCOLN2	6
MCOLN3	28
WDR63	16
MIR4423	0
SYDE2	169
C1orf52	2381
BCL10	239
LOC646626	9
DDAH1	11803
CYR61	1055
ZNHIT6	1390
COL24A1	1889
ODF2L	2035
CLCA2	20
CLCA1	0
CLCA4	242
CLCA3P	0
SH3GLB1	3117
SEP15	4320
HS2ST1	3589
LOC339524	498
LMO4	27547
LOC100505768	21
PKN2	1526
GTF2B	969
CCBL2	791
RBMXL1	1103
GBP3	161
GBP1	195
GBP2	216
GBP7	8
GBP4	856
GBP5	62
GBP6	10
GBP1P1	33
LRRC8B	12832
FLJ27354	72
LRRC8C	1559
LRRC8D	2671
GEMIN8P4	78
ZNF326	1259
BARHL2	4
ZNF644	2247
HFM1	117
CDC7	1426
HSP90B3P	1
TGFBR3	444
BRDT	15
EPHX4	1388
BTBD8	105
KIAA1107	11427
C1orf146	29
GLMN	960
RPAP2	477
GFI1	5
EVI5	1585
RPL5	10566
FAM69A	3312
SNORD21	10
SNORA66	12
MTF2	1289
TMED5	2250
CCDC18	91
LOC100131564	445
DR1	2648
FNBP1L	1665
BCAR3	371
LOC100129046	2
MIR760	13
DNTTIP2	2161
GCLM	960
ABCA4	45
ARHGAP29	1514
ABCD3	2490
F3	1311
SLC44A3	124
CNN3	2894
LOC729970	252
ALG14	330
TMEM56	3141
TMEM56-RWDD3	21
RWDD3	307
FLJ31662	0
PTBP2	2996
DPYD	318
MIR137HG	208
MIR2682	1
MIR137	0
LOC729987	0
SNX7	552
LPPR5	1726
LOC100129620	36
LPPR4	12457
PALMD	309
MIR548D1	0
MIR548AA1	0
FRRS1	18
AGL	2305
SLC35A3	462
HIAT1	3313
SASS6	173
CCDC76	403
LRRC39	188
DBT	2356
RTCD1	2574
MIR553	0
CDC14A	211
GPR88	695
LOC100128787	0
VCAM1	121
EXTL2	3845
SLC30A7	842
DPH5	517
S1PR1	1378
OLFM3	5944
DNAJA1P5	2
COL11A1	1554
RNPC3	1533
AMY2B	1250
LOC648740	200
AMY2A	46
AMY1A	0
AMY1C	0
AMY1B	0
LOC100129138	1
PRMT6	968
NTNG1	1519
VAV3	320
SLC25A24	368
NBPF4	4
NBPF6	0
FAM102B	5812
HENMT1	994
PRPF38B	2006
FNDC7	0
STXBP3	2111
AKNAD1	18
SRG7	3
GPSM2	818
CLCC1	1888
WDR47	14577
TAF13	1568
TMEM167B	2491
SCARNA2	4
C1orf194	61
KIAA1324	2221
SARS	12723
CELSR2	26822
PSRC1	1734
MYBPHL	49
SORT1	31713
PSMA5	3700
SYPL2	48
ATXN7L2	707
CYB561D1	1809
AMIGO1	2826
GPR61	1087
GNAI3	1328
MIR197	0
GNAT2	37
AMPD2	7486
GSTM4	1070
GSTM2	590
GSTM1	420
GSTM5	568
GSTM3	3366
EPS8L3	0
CSF1	529
AHCYL1	12933
FAM40A	3188
ALX3	143
UBL4B	19
SLC6A17	24839
KCNC4	3517
LOC440600	13
RBM15	333
SLC16A4	165
HBXIP	1932
PROK1	0
CYMP	5
KCNA10	3
KCNA2	4029
KCNA3	499
CD53	486
LRIF1	1019
DRAM2	537
CEPT1	1141
DENND2D	63
CHI3L2	4
RP11-165H20.1	0
CHIA	0
C1orf88	158
PGCP1	0
OVGP1	353
WDR77	1091
ATP5F1	5824
C1orf162	95
ADORA3	98
LOC100129269	2
RAP1A	1632
FAM212B	5372
LOC100506343	226
DDX20	723
KCND3	1749
CTTNBP2NL	1342
MIR4256	0
WNT2B	224
ST7L	608
CAPZA1	3264
MOV10	461
RHOC	1208
PPM1J	288
FAM19A3	18
SLC16A1	3416
AKR7A2P1	6
LRIG2	397
LOC643441	0
MAGI3	3900
PHTF1	1755
RSBN1	1931
PTPN22	23
LOC100287722	40
BCL2L15	82
AP4B1	1030
DCLRE1B	264
HIPK1	6143
OLFML3	168
SYT6	324
TRIM33	4901
BCAS2	3050
DENND2C	87
AMPD1	0
NRAS	2231
CSDE1	25804
SIKE1	1687
SYCP1	0
TSHB	2
TSPAN2	120
NGF	11
VANGL1	142
CASQ2	184
NHLH2	102
SLC22A15	1520
MAB21L3	6
ATP1A1	61374
ATP1A1OS	38
CD58	92
IGSF3	2006
MIR320B1	0
CD2	6
PTGFRN	1778
CD101	72
TTF2	235
MIR942	0
TRIM45	467
VTCN1	3
MAN1A2	3418
FAM46C	56
GDAP2	544
WDR3	1115
SPAG17	15
TBX15	36
WARS2	526
HAO2	4
HSD3B2	4
HSD3B1	2
HSD3BP4	247
LOC644242	188
ZNF697	847
PHGDH	1959
HMGCS2	0
REG4	0
NBPF7	0
ADAM30	0
NOTCH2	1406
FAM72B	20
HIST2H2BA	53
FCGR1B	11
EMBP1	52
LOC375010	1
LOC100130000	3
FLJ39739	18
LOC100286793	26
PPIAL4G	3
FAM72D	13
SRGAP2P2	448
LOC728855	19
LOC728875	38
PPIAL4C	0
PPIAL4B	0
PPIAL4A	0
PFN1P2	33
NBPF9	316
LOC653513	423
PDE4DIP	17552
SEC22B	2548
NOTCH2NL	432
NBPF10	197
HFE2	16
TXNIP	2841
POLR3GL	883
ANKRD34A	3669
LIX1L	283
RBM8A	1491
GNRHR2	534
PEX11B	3063
ITGA10	286
ANKRD35	470
PIAS3	1533
NUDT17	99
POLR3C	990
RNF115	1320
CD160	128
PDZK1	48
GPR89A	363
GPR89C	1
PDZK1P1	1
NBPF11	0
NBPF24	4
LOC728989	53
PRKAB2	2276
PDIA3P	529
FMO5	111
CHD1L	1459
LOC100289211	0
BCL9	1788
ACP6	98
GJA5	133
GJA8	0
GPR89B	73
NBPF14	490
PPIAL4F	0
PPIAL4D	0
NBPF15	77
NBPF16	31
PPIAL4E	2
LOC645166	276
LOC388692	636
FCGR1C	8
HIST2H2BF	92
FAM91A2	51
FCGR1A	20
HIST2H3D	4
HIST2H4A	0
HIST2H4B	0
HIST2H3A	0
HIST2H3C	0
HIST2H2AA4	0
HIST2H2AA3	0
HIST2H2BC	8
HIST2H2BE	554
HIST2H2AC	2
HIST2H2AB	1
BOLA1	316
SV2A	31082
SF3B4	1211
MTMR11	301
OTUD7B	1301
VPS45	2802
PLEKHO1	1801
ANP32E	2763
CA14	330
APH1A	2000
C1orf54	108
C1orf51	379
MRPS21	2502
PRPF3	1463
RPRD2	4025
TARS2	1689
ECM1	994
ADAMTSL4	84
MIR4257	4
MCL1	3730
ENSA	16917
GOLPH3L	1006
HORMAD1	9
CTSS	173
CTSK	270
ARNT	1808
SETDB1	1241
CERS2	2498
ANXA9	198
FAM63A	779
PRUNE	1163
BNIPL	29
C1orf56	129
CDC42SE1	2731
MLLT11	18061
GABPB2	216
SEMA6C	1593
TNFAIP8L2	14
TNFAIP8L2-SCNM1	0
LYSMD1	557
SCNM1	67
TMOD4	20
VPS72	1745
PIP5K1A	2185
PSMD4	5474
ZNF687	1321
PI4KB	4186
RFX5	1957
SELENBP1	639
PSMB4	4422
POGZ	6125
CGN	212
TUFT1	581
MIR554	0
SNX27	6473
CELF3	7588
RIIAD1	76
MRPL9	1226
OAZ3	110
TDRKH	1603
LINGO4	5
RORC	2
C2CD4D	38
LOC100132111	135
THEM5	389
THEM4	877
S100A10	279
S100A11	155
TCHHL1	0
TCHH	198
RPTN	0
HRNR	26
FLG	246
FLG2	11
CRNN	0
LCE5A	4
CRCT1	0
LCE3E	0
LCE3D	0
LCE3C	0
LCE3B	0
LCE3A	0
LCE2D	0
LCE2C	0
LCE2B	0
LCE2A	0
LCE4A	0
C1orf68	0
KPRP	0
LCE1F	0
LCE1E	0
LCE1D	0
LCE1C	0
LCE1B	0
LCE1A	0
LCE6A	0
SMCP	0
IVL	0
SPRR4	0
SPRR1A	0
SPRR3	0
SPRR1B	0
SPRR2D	2
SPRR2A	2
SPRR2B	0
SPRR2E	1
SPRR2F	0
SPRR2C	0
SPRR2G	0
LELP1	0
PRR9	0
LOR	19
PGLYRP3	0
PGLYRP4	0
S100A9	60
S100A12	2
S100A8	19
S100A7A	0
S100A7L2	0
S100A7	0
S100A6	1691
S100A5	17
S100A4	74
S100A3	0
S100A2	9
S100A16	619
S100A14	10
S100A13	1044
S100A1	1889
CHTOP	2295
SNAPIN	920
ILF2	3285
NPR1	77
INTS3	4871
SLC27A3	424
GATAD2B	3995
DENND4B	6684
CRTC2	1015
SLC39A1	814
CREB3L4	45
JTB	2597
RAB13	354
RPS27	2776
NUP210L	16
TPM3	14977
MIR190B	0
C1orf189	0
C1orf43	7784
UBAP2L	6316
HAX1	2295
AQP10	0
ATP8B2	2633
IL6R	306
SHE	395
TDRD10	50
UBE2Q1	4917
CHRNB2	6210
ADAR	18011
KCNN3	1301
PMVK	1958
PBXIP1	2602
PYGO2	2023
SHC1	1286
CKS1B	165
MIR4258	0
FLAD1	861
LENEP	0
ZBTB7B	601
DCST2	10
DCST1	5
LOC100505666	13
ADAM15	1735
EFNA4	12
EFNA3	1419
EFNA1	278
SLC50A1	198
DPM3	240
KRTCAP2	669
TRIM46	1822
MUC1	16
MIR92B	0
THBS3	1105
MTX1	299
GBAP1	878
GBA	1850
FAM189B	1751
SCAMP3	1666
CLK2	1215
HCN3	610
PKLR	30
FDPS	3650
RUSC1-AS1	74
RUSC1	5871
ASH1L	13865
MIR555	0
POU5F1P4	2
LOC645676	80
MSTO1	591
YY1AP1	3273
DAP3	2297
MSTO2P	142
GON4L	2336
SYT11	58706
RIT1	649
KIAA0907	2061
SNORA42	4
SCARNA4	5
RXFP4	4
ARHGEF2	9017
SSR2	1920
UBQLN4	5475
LAMTOR2	650
RAB25	6
MEX3A	29
LMNA	1085
SEMA4A	1514
SLC25A44	4933
PMF1	145
PMF1-BGLAP	0
BGLAP	2
PAQR6	4233
SMG5	5329
TMEM79	159
C1orf85	505
VHLL	0
CCT3	6284
C1orf182	13
RHBG	0
C1orf61	4482
MIR9-1	2
MEF2D	13377
IQGAP3	106
TTC24	14
APOA1BP	2021
GPATCH4	2517
HAPLN2	1562
BCAN	5730
NES	1318
CRABP2	272
ISG20L2	786
RRNAD1	569
MRPL24	1360
HDGF	4102
PRCC	2847
SH2D2A	10
NTRK1	29
INSRR	12
PEAR1	302
LRRC71	10
ARHGEF11	8652
MIR765	1
ETV3L	7
ETV3	310
CYCSP52	0
FCRL5	1
FCRL4	16
FCRL3	5
FCRL2	0
FCRL1	2
CD5L	0
KIRREL	161
LOC646268	0
CD1D	7
CD1A	0
CD1C	2
CD1B	0
CD1E	0
OR10T2	0
OR10K2	0
OR10K1	0
OR10R2	0
OR6Y1	0
OR6P1	0
OR10X1	0
OR10Z1	0
SPTA1	0
OR6K2	0
OR6K3	0
OR6K6	0
OR6N1	0
OR6N2	0
MNDA	108
PYHIN1	20
IFI16	484
AIM2	6
CADM3	15261
LOC100131825	90
DARC	452
FCER1A	3
OR10J3	0
OR10J1	0
OR10J5	0
APCS	0
CRP	0
DUSP23	214
FCRL6	12
SLAMF8	41
C1orf204	240
VSIG8	12
CCDC19	10
TAGLN2	952
IGSF9	15
SLAMF9	3
LOC100505633	0
PIGM	581
KCNJ10	5305
KCNJ9	8756
IGSF8	12243
ATP1A2	24880
ATP1A4	37
CASQ1	1144
PEA15	32259
DCAF8	7656
PEX19	4725
COPA	12334
SUMO1P3	108
NCSTN	2522
NHLH1	80
VANGL2	475
SLAMF6	12
CD84	52
SLAMF1	0
CD48	24
SLAMF7	11
LY9	8
CD244	46
ITLN1	0
ITLN2	0
F11R	398
TSTD1	336
USF1	2487
ARHGAP30	91
PVRL4	2
KLHDC9	750
PFDN2	1665
NIT1	1080
DEDD	1020
UFC1	2851
USP21	1299
PPOX	673
B4GALT3	1415
ADAMTS4	1008
